Flughafen;Handlingtyp+Priorität+Transporttyps;Dauer
QSH;transferpremiumFC;0.541666667
QSH;transferpremiumFE;0.5
QSH;transferpremiumFF;0.625
QSH;transferpremiumFRFS;0.4375
QSH;transferpremiumRFSC;0.5
QSH;transferpremiumRFSE;0.458333333
QSH;transferpremiumRFSF;0.583333333
QSH;transferpremiumRFSRFS;0.395833333
QSH;transferstandardCC;0.104166667
QSH;transferstandardCE;0.104166667
QSH;transferstandardCF;0.104166667
QSH;transferstandardCRFS;0.104166667
QSH;transferstandardEC;0.104166667
QSH;transferstandardEE;0.104166667
QSH;transferstandardEF;0.104166667
QSH;transferstandardERFS;0.104166667
QSH;transferstandardFC;0.104166667
QSH;transferstandardFE;0.104166667
QSH;transferstandardFF;0.104166667
QSH;transferstandardFRFS;0.104166667
QSH;transferstandardRFSC;0.25
QSH;transferstandardRFSE;0.25
QSH;transferstandardRFSF;0.25
QSH;transferstandardRFSRFS;0.25
QXK;importmailRFS;0.041666667
QXK;importpremiumRFS;0.041666667
QXK;importstandardRFS;0.041666667
RDU;exportmailRFS;0.125
RDU;exportpremiumRFS;0.125
RDU;exportstandardRFS;0.125
RDU;importmailRFS;0.125
RDU;importpremiumRFS;0.125
RDU;importstandardRFS;0.125
RIC;exportmailE;0.125
RIC;exportmailRFS;0.083333333
RIC;exportpremiumE;0.25
RIC;exportpremiumRFS;0.083333333
RIC;exportstandardE;0.125
RIC;exportstandardRFS;0.083333333
RIC;importmailE;0.125
RIC;importmailRFS;0.125
RIC;importpremiumE;0.25
RIC;importpremiumRFS;0.25
RIC;importstandardE;0.125
RIC;importstandardRFS;0.125
RIC;transfermailEE;0.25
RIC;transfermailERFS;0.25
RIC;transfermailRFSE;0.25
RIC;transfermailRFSRFS;0.25
RIC;transferpremiumEE;0.5
RIC;transferpremiumERFS;0.5
RIC;transferpremiumRFSE;0.5
RIC;transferpremiumRFSRFS;0.5
RIC;transferstandardEE;0.25
RIC;transferstandardERFS;0.25
RIC;transferstandardRFSE;0.25
RIC;transferstandardRFSRFS;0.25
RIX;exportmailC;0.0625
RIX;exportmailE;0.0625
RIX;exportmailF;0.0625
RIX;exportmailRFS;0.0625
RIX;exportpremiumC;0.0625
RIX;exportpremiumE;0.0625
RIX;exportpremiumF;0.083333333
RIX;exportpremiumRFS;0.0625
RIX;exportstandardC;0.0625
RIX;exportstandardE;0.0625
RIX;exportstandardF;0.0625
RIX;exportstandardRFS;0.0625
RIX;importmailC;0.083333333
RIX;importmailE;0.125
RIX;importmailF;0.083333333
RIX;importmailRFS;0.208333333
RIX;importpremiumC;0.083333333
RIX;importpremiumE;0.125
RIX;importpremiumF;0.125
RIX;importpremiumRFS;0.208333333
RIX;importstandardC;0.083333333
RIX;importstandardE;0.125
RIX;importstandardF;0.083333333
RIX;importstandardRFS;0.208333333
RNO;exportmailRFS;0.125
RNO;exportpremiumRFS;0.125
RNO;exportstandardRFS;0.125
RNO;importmailRFS;0.125
RNO;importpremiumRFS;0.125
RNO;importstandardRFS;0.125
RNS;exportmailRFS;0.0625
RNS;exportpremiumRFS;0.0625
RNS;exportstandardRFS;0.0625
RNS;importmailRFS;0.125
RNS;importpremiumRFS;0.166666667
RNS;importstandardRFS;0.125
ROC;exportmailE;0.125
ROC;exportmailRFS;0.125
ROC;exportpremiumE;0.25
ROC;exportpremiumRFS;0.25
ROC;exportstandardE;0.125
ROC;exportstandardRFS;0.125
ROC;importmailE;0.125
ROC;importmailRFS;0.125
ROC;importpremiumE;0.25
ROC;importpremiumRFS;0.25
ROC;importstandardE;0.125
ROC;importstandardRFS;0.125
ROC;transfermailEE;0.25
ROC;transfermailERFS;0.25
ROC;transfermailRFSE;0.25
ROC;transfermailRFSRFS;0.25
ROC;transferpremiumEE;0.5
ROC;transferpremiumERFS;0.5
ROC;transferpremiumRFSE;0.5
ROC;transferpremiumRFSRFS;0.5
ROC;transferstandardEE;0.25
ROC;transferstandardERFS;0.25
ROC;transferstandardRFSE;0.25
ROC;transferstandardRFSRFS;0.25
RTM;exportmailRFS;0.041666667
RTM;exportpremiumRFS;0.041666667
RTM;exportstandardRFS;0.041666667
RTM;importmailRFS;0.125
RTM;importpremiumRFS;0.166666667
RTM;importstandardRFS;0.125
RUH;exportmailC;0.125
RUH;exportmailE;0.020833333
RUH;exportpremiumC;0.041666667
RUH;exportpremiumE;0.041666667
RUH;exportstandardC;0.125
RUH;exportstandardE;0.020833333
RUH;importmailC;1.333333333
RUH;importmailE;0.916666667
RUH;importpremiumC;1.541666667
RUH;importpremiumE;1.125
RUH;importstandardC;1.333333333
RUH;importstandardE;0.916666667
SAH;exportmailE;0.020833333
SAH;exportmailF;0.083333333
SAH;exportpremiumE;0.041666667
SAH;exportpremiumF;0.208333333
SAH;exportstandardE;0.020833333
SAH;exportstandardF;0.083333333
SAH;importmailE;0.104166667
SAH;importmailF;0.104166667
SAH;importpremiumE;0.125
SAH;importpremiumF;0.125
SAH;importstandardE;0.104166667
SAH;importstandardF;0.104166667
SAN;exportmailRFS;0.125
SAN;exportpremiumRFS;0.125
SAN;exportstandardRFS;0.125
SAN;importmailRFS;0.125
SAN;importpremiumRFS;0.125
SAN;importstandardRFS;0.125
SAT;exportmailRFS;0.125
SAT;exportpremiumRFS;0.125
SAT;exportstandardRFS;0.125
SAT;importmailRFS;0.125
SAT;importpremiumRFS;0.125
SAT;importstandardRFS;0.125
SAV;exportpremiumRFS;0.125
SAV;importpremiumRFS;0.125
SCL;exportmailC;0.083333333
SCL;exportmailE;0.083333333
SCL;exportpremiumC;0.104166667
SCL;exportpremiumE;0.104166667
SCL;exportstandardC;0.083333333
SCL;exportstandardE;0.083333333
SCL;importmailC;0.208333333
SCL;importmailE;0.104166667
SCL;importpremiumC;0.333333333
SCL;importpremiumE;0.229166667
SCL;importstandardC;0.208333333
SCL;importstandardE;0.104166667
SCL;transfermailCC;4.166666667
SCL;transfermailCE;3.083333333
SCL;transfermailEC;4.166666667
SCL;transfermailEE;3.083333333
SCL;transferpremiumCC;4.166666667
SCL;transferpremiumCE;4.166666667
SCL;transferpremiumEC;4.166666667
SCL;transferpremiumEE;4.166666667
SCL;transferstandardCC;4.166666667
SCL;transferstandardCE;3.083333333
SCL;transferstandardEC;4.166666667
SCL;transferstandardEE;3.083333333
SDF;exportpremiumRFS;0.104166667
SDF;importmailRFS;0.125
SDF;importpremiumRFS;0.125
SDF;importstandardRFS;0.125
SDQ;exportmailC;0.083333333
SDQ;exportmailE;0.083333333
SDQ;exportmailF;0.083333333
SDQ;exportmailRFS;0.125
SDQ;exportpremiumE;0.166666667
SDQ;exportpremiumRFS;0.152777778
SDQ;exportstandardC;0.083333333
SDQ;exportstandardE;0.083333333
SDQ;exportstandardF;0.083333333
SDQ;exportstandardRFS;0.125
SDQ;importmailC;0.083333333
SDQ;importmailE;0.083333333
SDQ;importmailF;0.083333333
SDQ;importmailRFS;0.166666667
SDQ;importpremiumE;0.166666667
SDQ;importpremiumRFS;0.152777778
SDQ;importstandardC;0.083333333
SDQ;importstandardE;0.083333333
SDQ;importstandardF;0.083333333
SDQ;importstandardRFS;0.166666667
SDQ;transfermailEE;0.875
SDQ;transferpremiumEE;1
SDQ;transferpremiumERFS;0.666666667
SDQ;transferstandardEE;0.875
SEA;exportmailE;0.0625
SEA;exportmailRFS;0.166666667
SEA;exportpremiumE;0.145833333
SEA;exportpremiumRFS;0.166666667
SEA;exportstandardE;0.0625
SEA;exportstandardRFS;0.166666667
SEA;importmailE;0.125
SEA;importmailRFS;0.125
SEA;importpremiumE;0.208333333
SEA;importpremiumRFS;0.125
SEA;importstandardE;0.125
SEA;importstandardRFS;0.125
SEA;transfermailEE;0.041666667
SEA;transfermailERFS;0.114583333
SEA;transfermailRFSE;0.052083333
SEA;transfermailRFSRFS;0.125
SEA;transferpremiumEE;0.041666667
SEA;transferpremiumERFS;0.247916667
SEA;transferpremiumRFSE;0.081944444
SEA;transferpremiumRFSRFS;0.288194444
SEA;transferstandardEE;0.041666667
SEA;transferstandardERFS;0.114583333
SEA;transferstandardRFSE;0.052083333
SEA;transferstandardRFSRFS;0.125
SFO;exportmailE;0.0625
SFO;exportmailRFS;0.0625
SFO;exportpremiumE;0.208333333
SFO;exportpremiumRFS;0.208333333
SFO;exportstandardE;0.0625
SFO;exportstandardRFS;0.0625
SFO;importmailE;0.125
SFO;importmailRFS;0.125
SFO;importpremiumE;0.333333333
SFO;importpremiumRFS;0.333333333
SFO;importstandardE;0.125
SFO;importstandardRFS;0.125
SFO;transfermailERFS;0.25
SFO;transfermailRFSRFS;0.25
SFO;transferpremiumEE;0.375
SFO;transferpremiumERFS;0.375
SFO;transferpremiumRFSE;0.375
SFO;transferpremiumRFSRFS;0.375
SFO;transferstandardERFS;0.25
SFO;transferstandardRFSRFS;0.25
SGN;exportmailC;0.104166667
SGN;exportmailE;0.104166667
SGN;exportmailF;0.104166667
SGN;exportpremiumE;0.166666667
SGN;exportstandardC;0.104166667
SGN;exportstandardE;0.104166667
SGN;exportstandardF;0.104166667
SGN;importmailC;0.104166667
SGN;importmailE;0.104166667
SGN;importmailF;0.104166667
SGN;importpremiumE;0.166666667
SGN;importstandardC;0.104166667
SGN;importstandardE;0.104166667
SGN;importstandardF;0.104166667
SGN;transferpremiumEE;0.166666667
SHJ;exportmailC;0.0625
SHJ;exportmailRFS;0.055555556
SHJ;exportpremiumC;0.1875
SHJ;exportpremiumRFS;0.1875
SHJ;exportstandardC;0.0625
SHJ;exportstandardRFS;0.055555556
SHJ;importmailC;0.125
SHJ;importmailRFS;0.333333333
SHJ;importpremiumC;0.25
SHJ;importpremiumRFS;0.333333333
SHJ;importstandardC;0.125
SHJ;importstandardRFS;0.333333333
SHJ;transfermailCC;0.0625
SHJ;transfermailCRFS;0.0625
SHJ;transfermailRFSC;0.0625
SHJ;transfermailRFSRFS;0.0625
SHJ;transferpremiumCC;0.166666667
SHJ;transferpremiumCRFS;0.166666667
SHJ;transferpremiumRFSC;0.166666667
SHJ;transferpremiumRFSRFS;0.166666667
SHJ;transferstandardCC;0.0625
SHJ;transferstandardCRFS;0.0625
SHJ;transferstandardRFSC;0.0625
SHJ;transferstandardRFSRFS;0.0625
SIN;exportmailC;0.083333333
SIN;exportmailE;0.0625
SIN;exportpremiumC;0.208333333
SIN;exportpremiumE;0.145833333
SIN;exportpremiumF;0.291666667
SIN;exportstandardC;0.083333333
SIN;exportstandardE;0.0625
SIN;importmailC;0.1875
SIN;importmailE;0.1875
SIN;importpremiumC;0.333333333
SIN;importpremiumE;0.208333333
SIN;importpremiumF;0.347916667
SIN;importstandardC;0.1875
SIN;importstandardE;0.1875
SIN;transfermailCC;0.375
SIN;transfermailCE;0.354166667
SIN;transfermailEC;0.354166667
SIN;transfermailEE;0.333333333
SIN;transferpremiumCC;0.416666667
SIN;transferpremiumCE;0.416666667
SIN;transferpremiumEC;0.416666667
SIN;transferpremiumEE;0.416666667
SIN;transferstandardCC;0.375
SIN;transferstandardCE;0.354166667
SIN;transferstandardEC;0.354166667
SIN;transferstandardEE;0.333333333
SJJ;exportmailE;0.041666667
SJJ;exportmailF;0.041666667
SJJ;exportmailRFS;0.041666667
SJJ;exportpremiumE;0.0625
SJJ;exportpremiumF;0.0625
SJJ;exportpremiumRFS;0.0625
SJJ;exportstandardE;0.041666667
SJJ;exportstandardF;0.041666667
SJJ;exportstandardRFS;0.041666667
SJJ;importmailE;0.104166667
SJJ;importmailF;0.145833333
SJJ;importmailRFS;0.104166667
SJJ;importpremiumE;0.104166667
SJJ;importpremiumF;0.145833333
SJJ;importpremiumRFS;0.104166667
SJJ;importstandardE;0.104166667
SJJ;importstandardF;0.145833333
SJJ;importstandardRFS;0.104166667
SJU;exportmailE;0.0625
SJU;exportpremiumC;0.104166667
SJU;exportpremiumE;0.104166667
SJU;exportstandardE;0.0625
SJU;importmailE;0.125
SJU;importpremiumC;1
SJU;importpremiumE;0.125
SJU;importstandardE;0.125
SJU;transferpremiumCC;1
SJU;transferpremiumCE;1
SJU;transferpremiumEC;1
SJU;transferpremiumEE;1
SKG;exportmailE;0.0625
SKG;exportmailF;0.041666667
SKG;exportmailRFS;0.083333333
SKG;exportpremiumE;0.083333333
SKG;exportpremiumF;0.083333333
SKG;exportpremiumRFS;0.083333333
SKG;exportstandardE;0.0625
SKG;exportstandardF;0.041666667
SKG;exportstandardRFS;0.083333333
SKG;importmailF;0.041666667
SKG;importmailRFS;0.069444444
SKG;importpremiumRFS;0.083333333
SKG;importstandardF;0.041666667
SKG;importstandardRFS;0.069444444
SLC;exportmailRFS;0.001388889
SLC;exportpremiumRFS;0.001388889
SLC;exportstandardRFS;0.001388889
SLC;importmailRFS;0.125
SLC;importpremiumRFS;0.125
SLC;importstandardRFS;0.125
SNN;exportmailF;0.111111111
SNN;exportmailRFS;0.0625
SNN;exportpremiumF;0.145833333
SNN;exportpremiumRFS;0.0625
SNN;exportstandardF;0.111111111
SNN;exportstandardRFS;0.0625
SNN;importmailF;0.145833333
SNN;importmailRFS;0.145833333
SNN;importpremiumF;0.208333333
SNN;importpremiumRFS;0.208333333
SNN;importstandardF;0.145833333
SNN;importstandardRFS;0.145833333
SNN;transfermailFF;0.125
SNN;transfermailFRFS;0.125
SNN;transfermailRFSF;0.125
SNN;transfermailRFSRFS;0.125
SNN;transferpremiumFF;0.3125
SNN;transferpremiumFRFS;0.229166667
SNN;transferpremiumRFSF;0.270833333
SNN;transferpremiumRFSRFS;0.1875
SNN;transferstandardFF;0.125
SNN;transferstandardFRFS;0.125
SNN;transferstandardRFSF;0.125
SNN;transferstandardRFSRFS;0.125
SOF;exportmailC;0.041666667
SOF;exportmailE;0.041666667
SOF;exportmailF;0.041666667
SOF;exportmailRFS;0.041666667
SOF;exportpremiumC;0.125
SOF;exportpremiumE;0.0625
SOF;exportpremiumF;0.0625
SOF;exportpremiumRFS;0.125
SOF;exportstandardC;0.041666667
SOF;exportstandardE;0.041666667
SOF;exportstandardF;0.041666667
SOF;exportstandardRFS;0.041666667
SOF;importmailC;0.104166667
SOF;importmailE;0.083333333
SOF;importmailF;0.104166667
SOF;importmailRFS;0.104166667
SOF;importpremiumC;0.166666667
SOF;importpremiumE;0.125
SOF;importpremiumF;0.125
SOF;importpremiumRFS;0.166666667
SOF;importstandardC;0.104166667
SOF;importstandardE;0.083333333
SOF;importstandardF;0.104166667
SOF;importstandardRFS;0.104166667
SOF;transfermailCC;0.166666667
SOF;transfermailCE;0.166666667
SOF;transfermailCF;0.166666667
SOF;transfermailCRFS;0.166666667
SOF;transfermailEC;0.166666667
SOF;transfermailEE;0.166666667
SOF;transfermailEF;0.166666667
SOF;transfermailERFS;0.166666667
SOF;transfermailFC;0.166666667
SOF;transfermailFE;0.166666667
SOF;transfermailFF;0.166666667
SOF;transfermailFRFS;0.166666667
SOF;transfermailRFSC;0.166666667
SOF;transfermailRFSE;0.166666667
SOF;transfermailRFSF;0.166666667
SOF;transfermailRFSRFS;0.166666667
SOF;transferpremiumCC;0.166666667
SOF;transferpremiumCE;0.166666667
SOF;transferpremiumCF;0.166666667
SOF;transferpremiumCRFS;0.166666667
SOF;transferpremiumEC;0.166666667
SOF;transferpremiumEE;0.166666667
SOF;transferpremiumEF;0.166666667
SOF;transferpremiumERFS;0.166666667
SOF;transferpremiumFC;0.166666667
SOF;transferpremiumFE;0.166666667
SOF;transferpremiumFF;0.166666667
SOF;transferpremiumFRFS;0.166666667
SOF;transferpremiumRFSC;0.166666667
SOF;transferpremiumRFSE;0.166666667
SOF;transferpremiumRFSF;0.166666667
SOF;transferpremiumRFSRFS;0.166666667
SOF;transferstandardCC;0.166666667
SOF;transferstandardCE;0.166666667
SOF;transferstandardCF;0.166666667
SOF;transferstandardCRFS;0.166666667
SOF;transferstandardEC;0.166666667
SOF;transferstandardEE;0.166666667
SOF;transferstandardEF;0.166666667
SOF;transferstandardERFS;0.166666667
SOF;transferstandardFC;0.166666667
SOF;transferstandardFE;0.166666667
SOF;transferstandardFF;0.166666667
SOF;transferstandardFRFS;0.166666667
SOF;transferstandardRFSC;0.166666667
SOF;transferstandardRFSE;0.166666667
SOF;transferstandardRFSF;0.166666667
SOF;transferstandardRFSRFS;0.166666667
SSG;exportmailE;0.125
SSG;exportpremiumE;0.208333333
SSG;exportstandardE;0.125
SSG;importmailE;0.666666667
SSG;importpremiumE;0.729166667
SSG;importstandardE;0.666666667
STL;exportmailRFS;0.125
STL;exportpremiumRFS;0.125
STL;exportstandardRFS;0.125
STL;importmailRFS;0.125
STL;importpremiumRFS;0.125
STL;importstandardRFS;0.125
STN;exportmailE;0.083333333
STN;exportmailF;0.083333333
STN;exportpremiumE;0.166666667
STN;exportpremiumF;0.166666667
STN;exportstandardE;0.083333333
STN;exportstandardF;0.083333333
STN;importmailE;0.083333333
STN;importmailF;0.083333333
STN;importpremiumE;0.166666667
STN;importpremiumF;0.166666667
STN;importstandardE;0.083333333
STN;importstandardF;0.083333333
STR;exportmailC;0.0625
STR;exportmailE;0.0625
STR;exportmailF;0.0625
STR;exportmailRFS;0.041666667
STR;exportpremiumC;0.104166667
STR;exportpremiumE;0.104166667
STR;exportpremiumF;0.083333333
STR;exportpremiumRFS;0.125
STR;exportstandardC;0.0625
STR;exportstandardE;0.0625
STR;exportstandardF;0.0625
STR;exportstandardRFS;0.041666667
STR;importmailC;0.0625
STR;importmailE;0.083333333
STR;importmailF;0.0625
STR;importmailRFS;0.083333333
STR;importpremiumC;0.09375
STR;importpremiumE;0.09375
STR;importpremiumF;0.09375
STR;importpremiumRFS;0.166666667
STR;importstandardC;0.0625
STR;importstandardE;0.083333333
STR;importstandardF;0.0625
STR;importstandardRFS;0.083333333
SUB;importmailC;0.083333333
SUB;importmailE;0.083333333
SUB;importmailF;0.083333333
SUB;importmailRFS;0.083333333
SUB;importstandardC;0.083333333
SUB;importstandardE;0.083333333
SUB;importstandardF;0.083333333
SUB;importstandardRFS;0.083333333
SVG;exportmailF;0.083333333
SVG;exportmailRFS;0.083333333
SVG;exportpremiumF;0.083333333
SVG;exportpremiumRFS;0.125
SVG;exportstandardF;0.083333333
SVG;exportstandardRFS;0.083333333
SVG;importmailF;0.083333333
SVG;importmailRFS;0.083333333
SVG;importpremiumF;0.125
SVG;importpremiumRFS;0.125
SVG;importstandardF;0.083333333
SVG;importstandardRFS;0.083333333
SVG;transfermailFF;0.166666667
SVG;transfermailFRFS;0.166666667
SVG;transfermailRFSF;0.166666667
SVG;transfermailRFSRFS;0.166666667
SVG;transferpremiumFF;0.25
SVG;transferpremiumFRFS;0.25
SVG;transferpremiumRFSF;0.25
SVG;transferpremiumRFSRFS;0.25
SVG;transferstandardFF;0.166666667
SVG;transferstandardFRFS;0.166666667
SVG;transferstandardRFSF;0.166666667
SVG;transferstandardRFSRFS;0.166666667
SVO;exportmailC;0.09375
SVO;exportmailE;0.09375
SVO;exportmailF;0.09375
SVO;exportpremiumC;0.125
SVO;exportpremiumE;0.125
SVO;exportpremiumF;0.125
SVO;exportstandardC;0.09375
SVO;exportstandardE;0.09375
SVO;exportstandardF;0.09375
SVO;importmailC;0.291666667
SVO;importmailE;0.166666667
SVO;importmailF;0.166666667
SVO;importpremiumC;0.5
SVO;importpremiumE;0.291666667
SVO;importpremiumF;0.291666667
SVO;importstandardC;0.291666667
SVO;importstandardE;0.166666667
SVO;importstandardF;0.166666667
SVO;transfermailCC;1.25
SVO;transfermailCE;1.25
SVO;transfermailCF;1.25
SVO;transfermailEC;1.25
SVO;transfermailEE;1.25
SVO;transfermailEF;1.25
SVO;transfermailFC;1.25
SVO;transfermailFE;1.25
SVO;transfermailFF;1.25
SVO;transferpremiumCC;1.25
SVO;transferpremiumCE;1.25
SVO;transferpremiumCF;1.25
SVO;transferpremiumCRFS;2.625
SVO;transferpremiumEC;1.25
SVO;transferpremiumEE;1.25
SVO;transferpremiumEF;1.25
SVO;transferpremiumERFS;2.625
SVO;transferpremiumFC;1.25
SVO;transferpremiumFE;1.25
SVO;transferpremiumFF;1.25
SVO;transferpremiumFRFS;2.625
SVO;transferpremiumRFSC;1.125
SVO;transferpremiumRFSE;1.125
SVO;transferpremiumRFSF;1.125
SVO;transferpremiumRFSRFS;2.5
SVO;transferstandardCC;1.25
SVO;transferstandardCE;1.25
SVO;transferstandardCF;1.25
SVO;transferstandardEC;1.25
SVO;transferstandardEE;1.25
SVO;transferstandardEF;1.25
SVO;transferstandardFC;1.25
SVO;transferstandardFE;1.25
SVO;transferstandardFF;1.25
SVX;exportmailE;0.041666667
SVX;exportmailRFS;0.041666667
SVX;exportpremiumE;0.111111111
SVX;exportpremiumRFS;0.111111111
SVX;exportstandardE;0.041666667
SVX;exportstandardRFS;0.041666667
SVX;importmailE;0.104166667
SVX;importmailRFS;0.041666667
SVX;importpremiumE;0.166666667
SVX;importpremiumRFS;0.083333333
SVX;importstandardE;0.104166667
SVX;importstandardRFS;0.041666667
SWK;exportmailRFS;0.041666667
SWK;exportpremiumRFS;0.083333333
SWK;exportstandardRFS;0.041666667
SWK;importmailRFS;0.1875
SWK;importpremiumRFS;0.25
SWK;importstandardRFS;0.1875
SXB;exportmailRFS;0.041666667
SXB;exportpremiumRFS;0.041666667
SXB;exportstandardRFS;0.041666667
SXB;importmailE;0.104166667
SXB;importmailF;0.104166667
SXB;importmailRFS;0.125
SXB;importpremiumE;0.125
SXB;importpremiumF;0.125
SXB;importpremiumRFS;0.166666667
SXB;importstandardE;0.104166667
SXB;importstandardF;0.104166667
SXB;importstandardRFS;0.125
SYD;exportmailC;0.083333333
SYD;exportmailE;0.083333333
SYD;exportmailF;0.083333333
SYD;exportmailRFS;0.083333333
SYD;exportpremiumC;0.25
SYD;exportpremiumE;0.25
SYD;exportpremiumRFS;0.25
SYD;exportstandardC;0.083333333
SYD;exportstandardE;0.083333333
SYD;exportstandardF;0.083333333
SYD;exportstandardRFS;0.083333333
SYD;importmailC;0.104166667
SYD;importmailE;0.104166667
SYD;importmailF;0.104166667
SYD;importmailRFS;0.104166667
SYD;importpremiumC;0.25
SYD;importpremiumE;0.25
SYD;importpremiumRFS;0.25
SYD;importstandardC;0.104166667
SYD;importstandardE;0.104166667
SYD;importstandardF;0.104166667
SYD;importstandardRFS;0.104166667
SYR;exportmailE;0.125
SYR;exportmailRFS;0.125
SYR;exportpremiumE;0.25
SYR;exportpremiumRFS;0.25
SYR;exportstandardE;0.125
SYR;exportstandardRFS;0.125
SYR;importmailE;0.125
SYR;importmailRFS;0.125
SYR;importpremiumE;0.25
SYR;importpremiumRFS;0.25
SYR;importstandardE;0.125
SYR;importstandardRFS;0.125
SYR;transfermailEE;0.25
SYR;transfermailERFS;0.25
SYR;transfermailRFSE;0.25
SYR;transfermailRFSRFS;0.25
SYR;transferpremiumEE;0.5
SYR;transferpremiumERFS;0.5
SYR;transferpremiumRFSE;0.5
SYR;transferpremiumRFSRFS;0.5
SYR;transferstandardEE;0.25
SYR;transferstandardERFS;0.25
SYR;transferstandardRFSE;0.25
SYR;transferstandardRFSRFS;0.25
SZG;exportmailC;0.041666667
SZG;exportmailE;0.041666667
SZG;exportmailF;0.041666667
SZG;exportmailRFS;0.041666667
SZG;exportpremiumRFS;0.041666667
SZG;exportstandardC;0.041666667
SZG;exportstandardE;0.041666667
SZG;exportstandardF;0.041666667
SZG;exportstandardRFS;0.041666667
SZG;importmailC;0.0625
SZG;importmailE;0.0625
SZG;importmailF;0.0625
SZG;importmailRFS;0.166666667
SZG;importpremiumRFS;0.208333333
SZG;importstandardC;0.0625
SZG;importstandardE;0.0625
SZG;importstandardF;0.0625
SZG;importstandardRFS;0.166666667
SZV;importmailC;0.125
SZV;importmailE;0.125
SZV;importmailRFS;0.125
SZV;importpremiumC;0.125
SZV;importpremiumE;0.125
SZV;importpremiumRFS;0.125
SZV;importstandardC;0.125
SZV;importstandardE;0.125
SZV;importstandardRFS;0.125
SZX;exportmailC;0.083333333
SZX;exportmailRFS;0.083333333
SZX;exportpremiumC;0.25
SZX;exportpremiumRFS;0.25
SZX;exportstandardC;0.083333333
SZX;exportstandardRFS;0.083333333
SZX;importmailC;0.083333333
SZX;importmailRFS;0.083333333
SZX;importpremiumC;0.25
SZX;importpremiumRFS;0.25
SZX;importstandardC;0.083333333
SZX;importstandardRFS;0.083333333
SZX;transfermailCC;0.25
SZX;transfermailCRFS;0.25
SZX;transfermailRFSC;0.25
SZX;transfermailRFSRFS;0.25
SZX;transferpremiumCC;0.25
SZX;transferpremiumCRFS;0.25
SZX;transferpremiumRFSC;0.25
SZX;transferpremiumRFSRFS;0.25
SZX;transferstandardCC;0.25
SZX;transferstandardCRFS;0.25
SZX;transferstandardRFSC;0.25
SZX;transferstandardRFSRFS;0.25
TAO;importmailC;0.25
TAO;importmailRFS;0.25
TAO;importpremiumRFS;0.333333333
TAO;importstandardC;0.25
TAO;importstandardRFS;0.25
TAS;exportmailC;0.041666667
TAS;exportmailE;0.041666667
TAS;exportmailF;0.041666667
TAS;exportmailRFS;0.041666667
TAS;exportpremiumC;0.041666667
TAS;exportpremiumE;0.041666667
TAS;exportpremiumF;0.041666667
TAS;exportpremiumRFS;0.041666667
TAS;exportstandardC;0.041666667
TAS;exportstandardE;0.041666667
TAS;exportstandardF;0.041666667
TAS;exportstandardRFS;0.041666667
TAS;importmailC;0.333333333
TAS;importmailE;0.333333333
TAS;importmailF;0.333333333
TAS;importmailRFS;0.333333333
TAS;importpremiumC;0.399305556
TAS;importpremiumE;0.399305556
TAS;importpremiumF;0.399305556
TAS;importpremiumRFS;0.399305556
TAS;importstandardC;0.333333333
TAS;importstandardE;0.333333333
TAS;importstandardF;0.333333333
TAS;importstandardRFS;0.333333333
TBS;exportmailE;0.208333333
TBS;exportmailF;0.208333333
TBS;exportpremiumE;0.291666667
TBS;exportpremiumF;0.291666667
TBS;exportstandardE;0.208333333
TBS;exportstandardF;0.208333333
TBS;importmailE;0.208333333
TBS;importmailF;0.208333333
TBS;importpremiumE;0.291666667
TBS;importpremiumF;0.291666667
TBS;importstandardE;0.208333333
TBS;importstandardF;0.208333333
TFN;exportmailE;0.166666667
TFN;exportpremiumE;0.166666667
TFN;exportstandardE;0.166666667
TFN;importmailE;0.166666667
TFN;importpremiumE;0.166666667
TFN;importstandardE;0.166666667
TFS;exportmailE;0.166666667
TFS;exportpremiumE;0.166666667
TFS;exportstandardE;0.166666667
TFS;importmailE;0.166666667
TFS;importpremiumE;0.166666667
TFS;importstandardE;0.166666667
THR;exportmailE;0.020833333
THR;exportpremiumE;0.041666667
THR;exportstandardE;0.020833333
THR;importmailE;2
THR;importpremiumE;2
THR;importstandardE;2
TLL;exportmailC;0.083333333
TLL;exportmailE;0.0625
TLL;exportmailF;0.0625
TLL;exportmailRFS;0.083333333
TLL;exportpremiumF;0.083333333
TLL;exportpremiumRFS;0.083333333
TLL;exportstandardC;0.083333333
TLL;exportstandardE;0.0625
TLL;exportstandardF;0.0625
TLL;exportstandardRFS;0.083333333
TLL;importmailC;0.0625
TLL;importmailE;0.0625
TLL;importmailF;0.083333333
TLL;importmailRFS;0.0625
TLL;importpremiumF;0.125
TLL;importpremiumRFS;0.333333333
TLL;importstandardC;0.0625
TLL;importstandardE;0.0625
TLL;importstandardF;0.083333333
TLL;importstandardRFS;0.0625
TLS;exportmailC;0.0625
TLS;exportmailE;0.052083333
TLS;exportmailF;0.052083333
TLS;exportmailRFS;0.0625
TLS;exportpremiumC;0.083333333
TLS;exportpremiumE;0.0625
TLS;exportpremiumF;0.0625
TLS;exportpremiumRFS;0.0625
TLS;exportstandardC;0.0625
TLS;exportstandardE;0.052083333
TLS;exportstandardF;0.052083333
TLS;exportstandardRFS;0.0625
TLS;importmailC;0.125
TLS;importmailE;0.125
TLS;importmailF;0.125
TLS;importmailRFS;0.125
