Flight Leg ID;Leg Origin;Leg Destination;Dep Day [0-7];Arr Day [0-7];Flight ID;Pos in Flight;Rotation ID (not applicable);Flight leg Type;Aircraft Type;Payload costs [€/kg];Flight costs [€];Flight Leg Capacity [kg];Realization;;;
2728;FRA;KJA;3.375;3.659722222;1731;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2729;KJA;PVG;3.701388889;3.909722222;1731;2;1497;C;M1F;0.129543;34235.53758;72250;optional;;;
2730;PVG;KJA;4.013888889;4.246527778;1731;3;1497;C;M1F;0.144656;30722.27317;72250;optional;;;
2731;KJA;FRA;4.288194444;4.59375;1731;4;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2732;FRA;DKR;4.836805556;5.100694444;1732;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2733;DKR;VCP;5.142361111;5.427083333;1732;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2734;VCP;EZE;5.510416667;5.614583333;1732;3;1497;C;M1F;0.064771;16143.26357;72250;optional;;;
2735;EZE;DKR;5.822916667;6.177083333;1732;4;1497;C;M1F;0.220223;45763.65388;68000;optional;;;
2736;DKR;FRA;6.21875;6.46875;1732;5;1497;C;M1F;0.155451;35994.48652;72250;optional;;;
2737;FRA;ORD;6.565972222;6.951388889;1733;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2738;ORD;MEX;0.013888889;0.180555556;1733;2;1497;C;M1F;0.103634;21832.71006;72250;optional;;;
2739;MEX;DFW;0.284722222;0.388888889;1733;3;1497;C;M1F;0.064771;13654.21879;72250;optional;;;
2740;DFW;FRA;0.447916667;0.864583333;1733;4;1497;C;M1F;0.259085;51959.19658;67575;optional;;;
2741;FRA;KJA;1.229166667;1.513888889;1734;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2742;KJA;ICN;1.555555556;1.743055556;1734;2;1497;C;M1F;0.116588;28503.57574;72250;optional;;;
2743;ICN;PVG;1.833333333;1.909722222;1734;3;1497;C;M1F;0.047499;14029.08871;72250;optional;;;
2744;PVG;KJA;2.013888889;2.246527778;1734;4;1497;C;M1F;0.144656;30722.27317;72250;optional;;;
2745;KJA;FRA;2.288194444;2.59375;1734;5;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2746;FRA;ORD;2.774305556;3.159722222;1735;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2747;ORD;FRA;3.263888889;3.628472222;1735;2;1497;C;M1F;0.2267;46684.85219;72250;optional;;;
2748;FRA;ORD;3.774305556;4.159722222;1736;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2749;ORD;FRA;4.263888889;4.628472222;1736;2;1497;C;M1F;0.2267;46684.85219;72250;optional;;;
2750;FRA;KJA;4.84375;5.128472222;1737;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2751;KJA;NRT;5.180555556;5.423611111;1737;2;1497;C;M1F;0.151133;47100.13384;72250;optional;;;
2752;NRT;KIX;5.527777778;5.590277778;1737;3;1497;C;M1F;0.038863;23264.17748;72250;optional;;;
2753;KIX;KJA;5.652777778;5.913194444;1737;4;1497;C;M1F;0.161928;36230.41818;72250;optional;;;
2754;KJA;FRA;5.954861111;6.260416667;1737;5;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2755;FRA;TLV;6.572916667;6.736111111;1738;1;1497;C;M1F;0.101475;27350.14443;72250;optional;;;
2756;TLV;IST;6.819444444;6.916666667;1738;2;1497;C;M1F;0.060453;16255.77754;72250;optional;;;
2757;IST;FRA;0;0.138888889;1738;3;1497;C;M1F;0.086362;23481.46648;72250;optional;;;
2758;FRA;KJA;2.232638889;2.517361111;1739;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2759;KJA;PEK;2.559027778;2.711805556;1739;2;1497;C;M1F;0.094998;26980.08756;72250;optional;;;
2760;PEK;ICN;2.805555556;2.881944444;1739;3;1497;C;M1F;0.047499;11768.6557;72250;optional;;;
2761;ICN;KJA;2.954861111;3.180555556;1739;4;1497;C;M1F;0.140338;31776.46192;72250;optional;;;
2762;KJA;FRA;3.222222222;3.527777778;1739;5;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2763;FRA;SHJ;3.809027778;4.065972222;1740;1;1497;C;M1F;0.159769;32791.08634;72250;optional;;;
2764;SHJ;CCU;4.107638889;4.288194444;1740;2;1497;C;M1F;0.11227;23413.65257;72250;optional;;;
2765;CCU;HKG;4.354166667;4.517361111;1740;3;1497;C;M1F;0.101475;23164.14443;72250;optional;;;
2766;HKG;ALA;4.607638889;4.875;1740;4;1497;C;M1F;0.166246;35188.11943;72250;optional;;;
2767;ALA;FRA;4.920138889;5.225694444;1740;5;1497;C;M1F;0.189996;42440.27654;72250;optional;;;
2768;FRA;KJA;5.375;5.659722222;1741;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2769;KJA;PVG;5.701388889;5.909722222;1741;2;1497;C;M1F;0.129543;34235.53758;72250;optional;;;
2770;PVG;KJA;6.013888889;6.246527778;1741;3;1497;C;M1F;0.144656;30722.27317;72250;optional;;;
2771;KJA;FRA;6.288194444;6.59375;1741;4;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2772;FRA;ATL;6.850694444;0.270833333;1742;1;1497;C;M1F;0.261244;50827.95506;65450;optional;;;
2773;ATL;FRA;0.375;0.753472222;1742;2;1497;C;M1F;0.235336;47735.18469;72250;optional;;;
2774;FRA;KJA;0.84375;1.128472222;1743;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2775;KJA;NRT;1.180555556;1.423611111;1743;2;1497;C;M1F;0.151133;47100.13384;72250;optional;;;
2776;NRT;KIX;1.53125;1.59375;1743;3;1497;C;M1F;0.038863;23264.17748;72250;optional;;;
2777;KIX;KJA;1.65625;1.916666667;1743;4;1497;C;M1F;0.161928;36230.41818;72250;optional;;;
2778;KJA;FRA;1.958333333;2.263888889;1743;5;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2779;FRA;KJA;2.375;2.659722222;1744;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2780;KJA;PVG;2.701388889;2.909722222;1744;2;1497;C;M1F;0.129543;34235.53758;72250;optional;;;
2781;PVG;KJA;3.013888889;3.246527778;1744;3;1497;C;M1F;0.144656;30722.27317;72250;optional;;;
2782;KJA;FRA;3.288194444;3.59375;1744;4;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2783;FRA;SVO;3.8125;3.9375;1745;1;1497;C;M1F;0.077726;20050.42255;72250;optional;;;
2784;SVO;NRT;4.020833333;4.423611111;1745;2;1497;C;M1F;0.250449;67541.92265;70890;optional;;;
2785;NRT;KJA;4.53125;4.791666667;1745;3;1497;C;M1F;0.161928;36340.20818;72250;optional;;;
2786;KJA;FRA;4.833333333;5.138888889;1745;4;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2787;FRA;ORD;5.298611111;5.684027778;1746;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2788;ORD;FRA;5.788194444;6.152777778;1746;2;1497;C;M1F;0.2267;46684.85219;72250;optional;;;
2789;FRA;BLR;0.854166667;1.229166667;1747;1;1497;C;M1F;0.233177;48439.23335;65195;optional;;;
2790;BLR;HYD;1.482638889;1.534722222;1747;2;1497;C;M1F;0.032386;9560.029327;72250;optional;;;
2791;HYD;CAN;1.618055556;1.84375;1747;3;1497;C;M1F;0.140338;31176.60564;72250;optional;;;
2792;CAN;ALA;1.947916667;2.215277778;1747;4;1497;C;M1F;0.166246;34860.63943;72250;optional;;;
2793;ALA;FRA;2.256944444;2.5625;1747;5;1497;C;M1F;0.189996;42440.27654;72250;optional;;;
2794;FRA;KJA;3.232638889;3.517361111;1748;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2795;KJA;PEK;3.559027778;3.711805556;1748;2;1497;C;M1F;0.094998;26980.08756;72250;optional;;;
2796;PEK;ICN;3.805555556;3.881944444;1748;3;1497;C;M1F;0.047499;11768.6557;72250;optional;;;
2797;ICN;KJA;3.954861111;4.180555556;1748;4;1497;C;M1F;0.140338;31776.46192;72250;optional;;;
2798;KJA;FRA;4.222222222;4.527777778;1748;5;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2799;FRA;DKR;4.78125;5.045138889;1749;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2800;DKR;VCP;5.086805556;5.371527778;1749;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2801;VCP;MAO;5.413194444;5.569444444;1749;3;1497;C;M1F;0.097157;21813.32939;72250;optional;;;
2802;MAO;UIO;5.631944444;5.763888889;1749;4;1497;C;M1F;0.082044;19889.94951;68000;optional;;;
2803;UIO;BOG;5.833333333;5.899305556;1749;5;1497;C;M1F;0.041022;13013.8469;55250;optional;;;
2804;BOG;BQN;5.975694444;6.086805556;1749;6;1497;C;M1F;0.069089;15824.26054;65450;optional;;;
2805;BQN;FRA;6.149305556;6.524305556;1749;7;1497;C;M1F;0.233177;46742.18906;67150;optional;;;
2806;FRA;JFK;6.743055556;0.111111111;1750;1;1497;C;M1F;0.228859;46325.14496;72250;optional;;;
2807;JFK;FRA;0.208333333;0.53125;1750;2;1497;C;M1F;0.200791;41872.09467;72250;optional;;;
2808;FRA;ORD;0.774305556;1.159722222;1751;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2809;ORD;FRA;1.263888889;1.628472222;1751;2;1497;C;M1F;0.2267;46684.85219;72250;optional;;;
2810;FRA;ORD;2.565972222;2.951388889;1752;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2811;ORD;MEX;3.013888889;3.180555556;1752;2;1497;C;M1F;0.103634;21832.71006;72250;optional;;;
2812;MEX;DFW;3.284722222;3.388888889;1752;3;1497;C;M1F;0.064771;13654.21879;72250;optional;;;
2813;DFW;FRA;3.447916667;3.864583333;1752;4;1497;C;M1F;0.259085;51959.19658;67575;optional;;;
2814;FRA;ALA;4.15625;4.434027778;1753;1;1497;C;M1F;0.172724;36723.0501;72250;optional;;;
2815;ALA;SIN;4.493055556;4.809027778;1753;2;1497;C;M1F;0.196473;37910.51313;72250;optional;;;
2816;SIN;BKK;4.895833333;4.996527778;1753;3;1497;C;M1F;0.062612;14486.92937;72250;optional;;;
2817;BKK;DEL;5.107638889;5.277777778;1753;4;1497;C;M1F;0.105793;24095.59069;72250;optional;;;
2818;DEL;FRA;5.340277778;5.694444444;1753;5;1497;C;M1F;0.220223;47091.72531;70975;optional;;;
2819;FRA;JFK;5.819444444;6.1875;1754;1;1497;C;M1F;0.228859;46325.14496;72250;optional;;;
2820;JFK;MAN;6.284722222;6.5625;1754;2;1497;C;M1F;0.172724;38372.45582;72250;optional;;;
2821;MAN;FRA;6.625;6.701388889;1754;3;1497;C;M1F;0.047499;13964.54521;72250;optional;;;
2822;FRA;DKR;6.885416667;0.149305556;1755;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2823;DKR;VCP;0.190972222;0.475694444;1755;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2824;VCP;DKR;0.996527778;1.270833333;1755;3;1497;C;M1F;0.170564;35661.60447;72250;optional;;;
2825;DKR;FRA;1.3125;1.5625;1755;4;1497;C;M1F;0.155451;35994.48652;72250;optional;;;
2826;FRA;SVO;1.8125;1.9375;1756;1;1497;C;M1F;0.077726;20050.42255;72250;optional;;;
2827;SVO;NRT;2.020833333;2.423611111;1756;2;1497;C;M1F;0.250449;67541.92265;70890;optional;;;
2828;NRT;KJA;2.53125;2.791666667;1756;3;1497;C;M1F;0.161928;36340.20818;72250;optional;;;
2829;KJA;FRA;2.833333333;3.138888889;1756;4;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2830;FRA;DKR;3.326388889;3.590277778;1757;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2831;DKR;VCP;3.631944444;3.916666667;1757;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2832;VCP;DKR;4.020833333;4.295138889;1757;3;1497;C;M1F;0.170564;35661.60447;72250;optional;;;
2833;DKR;FRA;4.336805556;4.586805556;1757;4;1497;C;M1F;0.155451;35994.48652;72250;optional;;;
2834;FRA;JFK;4.743055556;5.111111111;1758;1;1497;C;M1F;0.228859;46325.14496;72250;optional;;;
2835;JFK;FRA;5.208333333;5.53125;1758;2;1497;C;M1F;0.200791;41872.09467;72250;optional;;;
2836;FRA;DKR;5.722222222;5.986111111;1759;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2837;DKR;VCP;6.027777778;6.3125;1759;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2838;VCP;CWB;6.395833333;6.4375;1759;3;1497;C;M1F;0.025909;9276.583724;35700;optional;;;
2839;CWB;UIO;6.5;6.743055556;1759;4;1497;C;M1F;0.151133;33507.05955;25500;optional;;;
2840;UIO;BOG;6.815972222;6.881944444;1759;5;1497;C;M1F;0.041022;13013.8469;55250;optional;;;
2841;BOG;BQN;6.954861111;0.065972222;1759;6;1497;C;M1F;0.069089;15824.26054;65450;optional;;;
2842;BQN;FRA;0.128472222;0.503472222;1759;7;1497;C;M1F;0.233177;46742.18906;67150;optional;;;
2843;FRA;DKR;0.78125;1.045138889;1760;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2844;DKR;VCP;1.086805556;1.371527778;1760;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2845;VCP;MAO;1.413194444;1.569444444;1760;3;1497;C;M1F;0.097157;21813.32939;72250;optional;;;
2846;MAO;UIO;1.631944444;1.763888889;1760;4;1497;C;M1F;0.082044;19889.94951;68000;optional;;;
2847;UIO;BOG;1.833333333;1.899305556;1760;5;1497;C;M1F;0.041022;13013.8469;55250;optional;;;
2848;BOG;BQN;1.975694444;2.086805556;1760;6;1497;C;M1F;0.069089;15824.26054;65450;optional;;;
2849;BQN;FRA;2.149305556;2.524305556;1760;7;1497;C;M1F;0.233177;46742.18906;67150;optional;;;
2850;FRA;DKR;2.725694444;2.989583333;1761;1;1497;C;M1F;0.164087;36060.1576;72250;optional;;;
2851;DKR;VCP;3.03125;3.315972222;1761;2;1497;C;M1F;0.177042;38400.71756;72250;optional;;;
2852;VCP;CWB;3.399305556;3.440972222;1761;3;1497;C;M1F;0.025909;9276.583724;35700;optional;;;
2853;CWB;UIO;3.503472222;3.746527778;1761;4;1497;C;M1F;0.151133;33507.05955;25500;optional;;;
2854;UIO;BOG;3.819444444;3.885416667;1761;5;1497;C;M1F;0.041022;13013.8469;55250;optional;;;
2855;BOG;BQN;3.958333333;4.069444444;1761;6;1497;C;M1F;0.069089;15824.26054;65450;optional;;;
2856;BQN;FRA;4.131944444;4.506944444;1761;7;1497;C;M1F;0.233177;46742.18906;67150;optional;;;
2857;FRA;BOM;4.663194444;5.006944444;1762;1;1497;C;M1F;0.213745;44988.507;69615;optional;;;
2858;BOM;MAA;5.090277778;5.15625;1762;2;1497;C;M1F;0.041022;12521.49183;72250;optional;;;
2859;MAA;SHJ;5.239583333;5.40625;1762;3;1497;C;M1F;0.103634;19530.19627;72250;optional;;;
2860;SHJ;FRA;5.447916667;5.725694444;1762;4;1497;C;M1F;0.172724;37736.89153;72250;optional;;;
2861;FRA;KJA;6.232638889;6.517361111;1763;1;1497;C;M1F;0.177042;38492.17135;72250;optional;;;
2862;KJA;SHE;6.565972222;6.732638889;1763;2;1497;C;M1F;0.103634;28978.13506;72250;optional;;;
2863;SHE;PVG;6.815972222;6.909722222;1763;3;1497;C;M1F;0.058294;15866.96684;72250;optional;;;
2864;PVG;ICN;0.013888889;0.090277778;1763;4;1497;C;M1F;0.047499;10592.7857;72250;optional;;;
2865;ICN;KJA;0.152777778;0.378472222;1763;5;1497;C;M1F;0.140338;31776.46192;72250;optional;;;
2866;KJA;FRA;0.420138889;0.725694444;1763;6;1497;C;M1F;0.189996;43148.93654;72250;optional;;;
2867;FRA;DTW;2.159722222;2.527777778;1764;1;1497;C;M1F;0.228859;47263.41138;72250;optional;;;
2868;DTW;DFW;2.611111111;2.71875;1764;2;1497;C;M1F;0.06693;14427.87935;72250;optional;;;
2869;DFW;MAN;2.822916667;3.197916667;1764;3;1497;C;M1F;0.233177;48845.53335;72250;optional;;;
2870;MAN;FRA;3.260416667;3.336805556;1764;4;1497;C;M1F;0.047499;13964.54521;72250;optional;;;
2871;FRA;JFK;3.489583333;3.857638889;1765;1;1497;C;M1F;0.228859;46325.14496;72250;optional;;;
2872;JFK;FRA;3.996527778;4.319444444;1765;2;1497;C;M1F;0.200791;41872.09467;72250;optional;;;
2873;FRA;ORD;4.565972222;4.951388889;1766;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2874;ORD;MEX;5.013888889;5.180555556;1766;2;1497;C;M1F;0.103634;21832.71006;72250;optional;;;
2875;MEX;DFW;5.284722222;5.388888889;1766;3;1497;C;M1F;0.064771;13654.21879;72250;optional;;;
2876;DFW;FRA;5.447916667;5.864583333;1766;4;1497;C;M1F;0.259085;51959.19658;67575;optional;;;
2877;FRA;NBO;6.114583333;6.440972222;1767;1;1497;C;M1F;0.20295;42619.10744;72250;optional;;;
2878;NBO;JNB;6.493055556;6.663194444;1767;2;1497;C;M1F;0.105793;25629.8419;72250;optional;;;
2879;JNB;NBO;6.746527778;6.913194444;1767;3;1497;C;M1F;0.103634;21291.98484;72250;optional;;;
2880;NBO;FRA;6.996527778;0.336805556;1767;4;1497;C;M1F;0.211586;46613.2928;66725;optional;;;
2881;FRA;ORD;0.565972222;0.951388889;1768;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2882;ORD;MEX;1.013888889;1.180555556;1768;2;1497;C;M1F;0.103634;21832.71006;72250;optional;;;
2883;MEX;ORD;1.284722222;1.444444444;1768;3;1497;C;M1F;0.099316;20558.81502;72250;optional;;;
2884;ORD;FRA;1.503472222;1.868055556;1768;4;1497;C;M1F;0.2267;46684.85219;72250;optional;;;
2885;FRA;NBO;2.114583333;2.440972222;1769;1;1497;C;M1F;0.20295;42619.10744;72250;optional;;;
2886;NBO;JNB;2.493055556;2.663194444;1769;2;1497;C;M1F;0.105793;25629.8419;72250;optional;;;
2887;JNB;NBO;2.746527778;2.913194444;1769;3;1497;C;M1F;0.103634;21291.98484;72250;optional;;;
2888;NBO;FRA;2.996527778;3.336805556;1769;4;1497;C;M1F;0.211586;46613.2928;66725;optional;;;
2889;FRA;ORD;3.565972222;3.951388889;1770;1;1497;C;M1F;0.239654;48387.39452;70125;optional;;;
2890;ORD;MEX;4.013888889;4.180555556;1770;2;1497;C;M1F;0.103634;21832.71006;72250;optional;;;
2891;MEX;DFW;4.284722222;4.388888889;1770;3;1497;C;M1F;0.064771;13654.21879;72250;optional;;;
2892;DFW;FRA;4.447916667;4.864583333;1770;4;1497;C;M1F;0.259085;51959.19658;67575;optional;;;
2893;FRA;NBO;5.114583333;5.440972222;1771;1;1497;C;M1F;0.20295;42619.10744;72250;optional;;;
2894;NBO;JNB;5.493055556;5.663194444;1771;2;1497;C;M1F;0.105793;25629.8419;72250;optional;;;
2895;JNB;NBO;5.746527778;5.913194444;1771;3;1497;C;M1F;0.103634;21291.98484;72250;optional;;;
2896;NBO;FRA;5.996527778;6.336805556;1771;4;1497;C;M1F;0.211586;46613.2928;66725;optional;;;
2897;FRA;JFK;0.743055556;1.111111111;1772;1;1497;C;M1F;0.228859;46325.14496;72250;optional;;;
2898;JFK;FRA;1.208333333;1.53125;1772;2;1497;C;M1F;0.200791;41872.09467;72250;optional;;;
2899;FRA;BOM;1.663194444;2.006944444;1773;1;1497;C;M1F;0.213745;44988.507;69615;optional;;;
2900;BOM;MAA;2.090277778;2.15625;1773;2;1497;C;M1F;0.041022;12521.49183;72250;optional;;;
2901;MAA;SHJ;2.239583333;2.40625;1773;3;1497;C;M1F;0.103634;19530.19627;72250;optional;;;
2902;SHJ;FRA;2.447916667;2.725694444;1773;4;1497;C;M1F;0.172724;37736.89153;72250;optional;;;
2903;FRA;NBO;3.114583333;3.440972222;1774;1;1497;C;M1F;0.20295;42619.10744;72250;optional;;;
2904;NBO;JNB;3.493055556;3.663194444;1774;2;1497;C;M1F;0.105793;25629.8419;72250;optional;;;
2905;JNB;NBO;3.746527778;3.913194444;1774;3;1497;C;M1F;0.103634;21291.98484;72250;optional;;;
2906;NBO;FRA;3.996527778;4.336805556;1774;4;1497;C;M1F;0.211586;46613.2928;66725;optional;;;
2907;FRA;DTW;4.486111111;4.854166667;1775;1;1497;C;M1F;0.228859;47263.41138;72250;optional;;;
2908;DTW;DFW;4.916666667;5.024305556;1775;2;1497;C;M1F;0.06693;14427.87935;72250;optional;;;
2909;DFW;FRA;5.107638889;5.524305556;1775;3;1497;C;M1F;0.259085;51959.19658;67575;optional;;;
2910;FRA;TAS;0.190972222;0.444444444;1776;1;1498;E;77YF;0;0;25415;obligatory;;;
2911;TAS;HKG;0.524305556;0.802083333;1776;2;1498;E;77YF;0;0;25415;obligatory;;;
2912;FRA;BKK;0.243055556;0.684027778;1777;1;1498;E;77YF;0;0;21335;obligatory;;;
2913;BKK;SIN;0.767361111;0.871527778;1777;2;1498;E;77YF;0;0;21335;obligatory;;;
2914;SIN;BLR;1.017361111;1.194444444;1777;3;1498;E;77YF;0;0;10710;obligatory;;;
2915;BLR;LEJ;1.277777778;1.677083333;1777;4;1498;E;77YF;0;0;10710;obligatory;;;
2916;SIN;BLR;2.017361111;2.194444444;1778;1;1498;E;77YF;0;0;10710;obligatory;;;
2917;BLR;LEJ;2.277777778;2.677083333;1778;2;1498;E;77YF;0;0;10710;obligatory;;;
2918;SIN;BLR;3.017361111;3.194444444;1779;1;1498;E;77YF;0;0;10710;obligatory;;;
2919;BLR;LEJ;3.277777778;3.677083333;1779;2;1498;E;77YF;0;0;10710;obligatory;;;
2920;SIN;BLR;4.017361111;4.194444444;1780;1;1498;E;77YF;0;0;10710;obligatory;;;
2921;BLR;LEJ;4.277777778;4.677083333;1780;2;1498;E;77YF;0;0;10710;obligatory;;;
2922;LEJ;FRA;4.84375;4.895833333;1781;1;1498;E;77YF;0;0;21335;obligatory;;;
2923;SIN;BLR;5.017361111;5.194444444;1782;1;1498;E;77YF;0;0;10710;obligatory;;;
2924;BLR;LEJ;5.277777778;5.677083333;1782;2;1498;E;77YF;0;0;10710;obligatory;;;
2925;SIN;BLR;6.0625;6.239583333;1783;1;1498;E;77YF;0;0;10710;obligatory;;;
2926;BLR;FRA;6.3125;6.722222222;1783;2;1498;E;77YF;0;0;10710;obligatory;;;
2927;FRA;LEJ;0.760416667;1.114583333;1784;1;1498;E;77YF;0;0;13345;obligatory;;;
2928;LEJ;PVG;1.204861111;1.690972222;1785;1;1498;E;77YF;0;0;13345;obligatory;;;
2929;PVG;LEJ;0.857638889;1.663194444;1785;2;1498;E;77YF;0;0;7990;obligatory;;;
2930;PVG;LEJ;1.857638889;2.663194444;1786;1;1498;E;77YF;0;0;7990;obligatory;;;
2931;PVG;LEJ;2.857638889;3.663194444;1787;1;1498;E;77YF;0;0;7990;obligatory;;;
2932;PVG;LEJ;3.857638889;4.663194444;1788;1;1498;E;77YF;0;0;7990;obligatory;;;
2933;PVG;FRA;4.857638889;5.673611111;1789;1;1498;E;77YF;0;0;7990;obligatory;;;
2934;HKG;DXB;0.899305556;1.253472222;1790;1;1498;E;77YF;0;0;5355;obligatory;;;
2935;DXB;LEJ;1.315972222;1.590277778;1790;2;1498;E;77YF;0;0;5355;obligatory;;;
2936;HKG;DXB;1.899305556;2.253472222;1791;1;1498;E;77YF;0;0;5355;obligatory;;;
2937;DXB;LEJ;2.315972222;2.590277778;1791;2;1498;E;77YF;0;0;5355;obligatory;;;
2938;HKG;DXB;2.899305556;3.253472222;1792;1;1498;E;77YF;0;0;5355;obligatory;;;
2939;DXB;LEJ;3.315972222;3.590277778;1792;2;1498;E;77YF;0;0;5355;obligatory;;;
2940;HKG;DXB;3.899305556;4.253472222;1793;1;1498;E;77YF;0;0;5355;obligatory;;;
2941;DXB;LEJ;4.315972222;4.590277778;1793;2;1498;E;77YF;0;0;5355;obligatory;;;
2942;FRA;IAD;0.319444444;0.690972222;1794;1;1499;E;333;0;0;11977.5;obligatory;;;
2943;IAD;FRA;0.791666667;1.135416667;1794;2;1499;E;333;0;0;5589.5;obligatory;;;
2944;FRA;LOS;1.364583333;1.611111111;1795;1;1499;E;333;0;0;11977.5;obligatory;;;
2945;LOS;SSG;1.642361111;1.704861111;1795;2;1499;E;333;0;0;11977.5;obligatory;;;
2946;SSG;LOS;1.767361111;1.829861111;1795;3;1499;E;333;0;0;11977.5;obligatory;;;
2947;LOS;FRA;1.878472222;2.135416667;1795;4;1499;E;333;0;0;11977.5;obligatory;;;
2948;FRA;TSE;2.482638889;2.711805556;1796;1;1499;E;333;0;0;11977.5;obligatory;;;
2949;TSE;ALA;2.746527778;2.815972222;1796;2;1499;E;333;0;0;11977.5;obligatory;;;
2950;ALA;FRA;2.902777778;3.201388889;1796;3;1499;E;333;0;0;6388;obligatory;;;
2951;FRA;KWI;3.618055556;3.840277778;1797;1;1499;E;333;0;0;11977.5;obligatory;;;
2952;KWI;FRA;3.895833333;4.138888889;1797;2;1499;E;333;0;0;11977.5;obligatory;;;
2953;FRA;AUH;4.368055556;4.628472222;1798;1;1499;E;333;0;0;11977.5;obligatory;;;
2954;AUH;MCT;4.670138889;4.715277778;1798;2;1499;E;333;0;0;11977.5;obligatory;;;
2955;MCT;AUH;4.770833333;4.8125;1798;3;1499;E;333;0;0;11977.5;obligatory;;;
2956;AUH;FRA;4.871527778;5.15625;1798;4;1499;E;333;0;0;11977.5;obligatory;;;
2957;FRA;DFW;5.347222222;5.802083333;1799;1;1499;E;333;0;0;8814.5;obligatory;;;
2958;DFW;FRA;5.888888889;6.305555556;1799;2;1499;E;333;0;0;8802;obligatory;;;
2959;FRA;LOS;6.416666667;6.680555556;1800;1;1499;E;333;0;0;11977.5;obligatory;;;
2960;LOS;FRA;6.920138889;0.190972222;1800;2;1499;E;333;0;0;11977.5;obligatory;;;
2961;FRA;LAX;0.333333333;0.819444444;1801;1;1500;E;74H;0;0;14373.5;obligatory;;;
2962;LAX;FRA;0.913194444;1.361111111;1801;2;1500;E;74H;0;0;14373.5;obligatory;;;
2963;FRA;LAX;2.333333333;2.819444444;1802;1;1500;E;74H;0;0;14373.5;obligatory;;;
2964;LAX;FRA;2.913194444;3.361111111;1802;2;1500;E;74H;0;0;14373.5;obligatory;;;
2965;FRA;BLR;3.427083333;3.791666667;1803;1;1500;E;74H;0;0;10991.5;obligatory;;;
2966;BLR;FRA;3.875;4.267361111;1803;2;1500;E;74H;0;0;10991.5;obligatory;;;
2967;FRA;DEL;4.489583333;4.795138889;1804;1;1500;E;74H;0;0;7609.5;obligatory;;;
2968;DEL;FRA;4.871527778;5.215277778;1804;2;1500;E;74H;0;0;10991.5;obligatory;;;
2969;FRA;LAX;5.333333333;5.819444444;1805;1;1500;E;74H;0;0;14373.5;obligatory;;;
2970;LAX;FRA;5.913194444;6.361111111;1805;2;1500;E;74H;0;0;14373.5;obligatory;;;
2971;FRA;DEL;6.489583333;6.795138889;1806;1;1500;E;74H;0;0;7609.5;obligatory;;;
2972;DEL;FRA;6.871527778;0.215277778;1806;2;1500;E;74H;0;0;10991.5;obligatory;;;
2973;FRA;IAD;0.458333333;0.822916667;1807;1;1500;E;74H;0;0;14373.5;obligatory;;;
2974;IAD;FRA;0.913194444;1.253472222;1807;2;1500;E;74H;0;0;7609.5;obligatory;;;
2975;FRA;DEL;1.489583333;1.795138889;1808;1;1500;E;74H;0;0;7609.5;obligatory;;;
2976;DEL;FRA;1.871527778;2.215277778;1808;2;1500;E;74H;0;0;10991.5;obligatory;;;
